utterance_id,act,scene,speaker,utterance,x,y,cluster
373,2,3,FAC.,"The Ground black , Sir .",5.3782067,6.0379434,-1
374,2,3,MAM.,That 's your Crowes head .,9.9413185,3.718239,-1
375,2,3,SVR.,"Your Cockscomb's , is 't not ?",10.220192,3.0604606,-1
376,2,3,SVB.,"No , 'T is not perfect , would it were the Crow . That worke wants something .",10.28652,3.3775442,-1
377,2,3,SVR.,"O , I look'd for this . The hay is a pitching .",10.155073,4.2223706,-1
378,2,3,SVB.,"Are you sure , you loos'd'hem I' their owne menstrue ?",8.330238,3.8607385,-1
379,2,3,FAC.,"Yes , Sir , and then married'hem , And put 'hem in a Bolts-head , nipp'd to digestion , According as you bad me ; when I set The liquor of Mars to circulation , In the same heate .",8.359937,3.698379,-1
380,2,3,SVB.,"The processe , then , was right .",11.245349,4.167087,-1
381,2,3,FAC.,"Yes , by the token , Sir , the Retort brake , And what was sau'd , was put into the Pellicane , And sign'd with Hermes seale .",9.851775,4.2741747,-1
382,2,3,SVB.,I thinke'twas so . We should haue a new Amalgama .,10.811292,3.6532705,-1
383,2,3,SVR.,"O , this Ferret Is ranke as any Pole-cat .",10.223683,2.985447,-1
384,2,3,SVB.,"But I care not . Let him e'ene dy ; wee haue enough , beside , In Embrion . H. ha's his white shirt on ?",8.84868,3.99009,-1
385,2,3,FAC.,"Yes , Sir , Hee 's ripe for inceration ; He stands warme , In his ash-fire . I would not , you should let Any dye now , if I might councell Sir , For lucks-sake to the rest . It is not good .",8.8921175,3.9486794,-1
386,2,3,MAM.,He sayes right .,7.1778398,5.179891,-1
387,2,3,SVR.,"I , are you bolted ?",7.974895,4.11085,-1
388,2,3,FAC.,"Nay , I know 't Sir , I' haue seene th' ill fortune . What is some three Ounces Of fresh materials ?",10.924307,3.279073,-1
389,2,3,MAM.,Is 't no more ?,6.1819816,5.9508038,-1
390,2,3,FAC.,"No more , Sir , Of Gold , t' amalgame , with some sixe of Mercurie",10.804618,3.6043892,-1
391,2,3,MAM.,"Away , here 's Money . What will serue .",7.735559,6.7253475,-1
392,2,3,FAC.,"Aske him , Sir .",6.9299507,5.0984116,-1
393,2,3,MAM.,How much ?,5.8464527,4.3210936,-1
394,2,3,SVB.,"Giue him nine pound , you may gi 'him ten .",8.380284,4.1908107,-1
395,2,3,SVR.,"Yes twenty , and be cossend , Doe .",11.4480095,3.755286,-1
396,2,3,MAM.,There ' t is .,5.168686,4.933134,-1
397,2,3,SVB.,"This needs not . But that you will haue it , so , To see conclusions of all . For two Of our inferiour workes , are at fixation . A third is in Ascension . Goe your wayes , Ha' you set the Oyle of Luna in Kemia ?",11.334657,3.9951434,-1
398,2,3,FAC.,"Yes , Sir .",4.3953032,5.666194,-1
399,2,3,SVB.,And the Philosophers vinegar ?,10.421045,4.002935,-1
400,2,3,FAC.,I.,5.9307604,5.0853505,-1
401,2,3,SVR.,We shal haue a sallad .,8.421456,7.0130215,-1
402,2,3,MAM.,When do you make proiection ?,8.056797,4.578043,-1
403,2,3,SVB.,"Sonne , be not hasty , I exalt our Med'cine , By hanging him in Balneo Vaporoso ; And giuing him solution ; then congeale him , And then dissolue him ; then againe congeale him ; For looke , how oft I iterate the worke , So many times , I adde vnto his vertue . As , if at first , one Ounce conuert a hundred , After his second loose , he 'll turne a thousand ; His third solution , ten : his fourth a hundred . After his fifth , a thousand thousand Ounces Of any imperfect mettall , into pure Siluer , or Gold , in all examinations , As good , as any of the naturall Mine . Get you your stuffe here , against afternoone , Your Brasse , your Pewter , and your Andirons .",11.32741,3.641778,-1
404,2,3,MAM.,Not those of iron ?,10.181023,3.0286524,-1
405,2,3,SVB.,"Yes . You may bring them , too . We 'll change all mettall's .",9.212334,4.0982585,-1
406,2,3,SVR.,"I beleeue you , in that .",7.0664296,5.7496967,-1
407,2,3,MAM.,Then I may send my Spitts ?,7.020334,6.1003904,-1
408,2,3,SVB.,"Yes , and your Racks .",8.2283,4.112628,-1
409,2,3,SVR.,"And Dripping-pannes , and Pot-hangers , and Hookes ? Shall he not ?",9.857751,3.9636207,-1
410,2,3,SVB.,If he please .,6.7084603,5.018951,-1
411,2,3,SVR.,To be an Asse .,7.8433294,4.8688583,-1
412,2,3,SVB.,How Sir !,5.284674,5.6069584,-1
413,2,3,MAM.,"This Gent'man , you must beare withall . I told you , he had no faith .",12.184269,6.362544,-1
414,2,3,SVR.,"And little hope , Sir , But , much lesse charitie , should I gull my selfe .",7.8817334,5.54077,-1
415,2,3,SVB.,"Why what haue you obseru'd , Sir , in our Art , Seemes so impossible ?",10.743001,4.991975,-1
416,2,3,SVR.,"But your whole worke , no more . That , you should hatch gold in a Fornace , Sir , As they doe egges in Egypt .",10.918953,3.5067575,-1
417,2,3,SVB.,"Sir , doe you Beleeue that egges are hatch'd so ?",10.659839,3.2736738,-1
418,2,3,SVr.,If I should ?,6.85794,6.0946608,-1
419,2,3,SVB.,"Why , I thinke that the greater Miracle . No Egge , but differs from a Chicken , more , Then Mettalls in themselues .",10.85652,3.375071,-1
420,2,3,SVR.,"That cannot be . The Egg 's ordain'd by Nature , to that end : And is a Chicken , in Potentia .",10.878766,3.4114425,-1
421,2,3,SVB.,"The same we say of Lead , and other Mettalls , Which would be Gold , if they had time .",10.619194,3.3749406,-1
422,2,3,MAM.,And that Our Art doth furder .,10.728539,5.0444536,-1
423,2,3,SVB.,"I , for 't were absurd To thinke that Nature , in the earth , bred Gold Perfect i' the instant . Something went before . There must be remote Matter .",10.915501,3.3748136,-1
424,2,3,SVR.,"I , what is that ?",6.09348,4.3353386,-1
425,2,3,SVB.,"Mary , we say .",9.788863,7.133355,-1
426,2,3,MAM.,"I , now it heates , stand Father . Pound him to Dust.",11.905365,4.0948067,-1
427,2,3,SVB.,"It is , of the one part , A humide exhalation , which we call Materia liquida , or the Vnctuous Water ; On th' other part , a certaine crasse , and viscous Portion of earth ; both which , concorporate , Doe make the elementary matter of Gold : Which is not , yet , propria materia , But commune to all Mettalls , and all Stones . For , where it is forsaken of that moysture , And hath more drynesse , it becomes a Stone ; Where it retaines more of the humid fatnesse , It turnes to Sulphur , or to Quick-siluer : Who are the Parents of all other Mettals . Nor can this remote Matter , sodainly , Progresse so from extreme , vnto extreme , As to grow Gold , and leape ore all the meanes . Nature doth , first , beget th' imperfect ; then Proceedes shee to the perfect . Of that ayrye , And oyly water , Mercury is engendred ; Sulphure o' the fat , and earthy part ; the one ( Which is the last ) supplying the place of Male , The other of the Female , in all Mettalls . Some doe beleeue Hermaphrodeitie , That both doe act , and suffer . But these two Make the rest ductile , malleable , extensiue . And , euen in Gold , they are ; for we doe finde Seedes of them , by our fire , and Gold in them : And can produce the species of each mettall More perfect thence , then Nature doth in earth . Beside , who doth not see , in dayly practise , Art can beget Bees , Hornets , Beetles , Waspes , Out of the Carcasses , and dung of Creatures ; Yea , Scorpions , of an herbe , being ritely plac'd . And these are liuing Creatures , far more perfect , And excellent , then Mettall .",11.270945,3.495519,-1
428,2,3,MAM.,"Well said , Father ! Nay , if he take you in hand , Sir , with an argument , Hee 'll bray you in a Morter .",9.690247,5.537698,-1
429,2,3,SVR.,"Pray you , Sir , stay . Rather , then I 'll be bray'd , Sir , I 'll beleeue , That Alchemie is a pretty kinde of Game , Somewhat like Tricks o' the Cards , to cheat a man , With charming .",8.786977,4.3663287,-1
430,2,3,SVB.,Sir ?,5.707353,5.9278164,-1
431,2,3,SVR.,"What else are all your Termes , Whereon no one o' your Writers grees with other ? Of your Elixir , your Lac virginis , Your Stone , your Med'cine , and your Chrysosperme , Your Sal , your Sulphur , and your Mercurie , Your Oyle of height , your Tree of life , your Blood , Your Marchesite , your Tutie , your Magnesia , Your Toade , your Crow , your Dragon , and your Panthar , Your Sunne , your Moone , your Firmament , your Adrop , Your Lato , Azoch , Zernich , Chibrit , Heautarit , And then your Red man , and your white ã€ˆâ—Šã€‰ ; With all your Broathes , your Menstrues , and Materialls , Of Pisse , and Egge-shells , Womens termes , Mans blood , Hayre o' the head , burnt Cloutes , Chalke , Merds , and Clay , Poulder of bones , scalings of Iron , glasse . And worlds of other strange Ingredients , Would burst a man to name .",11.183913,3.8131456,-1
432,2,3,SVB.,"And all these , nam'd , Intending but one thing : which art our Writers Vs'd to obscure their Art .",10.778575,4.940471,-1
433,2,3,MAM.,"Sir , so I told him . Because the simple I diot should not learne it , And make it vulgar .",9.3751745,5.468222,-1
434,2,3,SVB.,"Was not all the knowledge Of the Aegyptians writ in mystick Symboles ? Speake not the Scriptures oft in Parables ? Are not the choysest Fables of the Poets , That were the Fountaines , and first Springs of Wisedome , Wrapt in perplexed Allegories ?",11.299514,4.290257,-1
435,2,3,MAM.,"I vrg'd that . And clear'd to him , that Sisiphus was damn'd To roule the ceaslesse stone , onely , because He would haue made ours common . Who is this ?",10.558903,4.3280234,-1
436,2,3,SVB.,"God's precious â€” What doe you meane ? Goe in , good Lady ; Let me entreat you . Where 's this Varlet ?",11.08342,5.4774117,-1
437,2,3,FAC.,Sir ?,5.7018876,5.946253,-1
438,2,3,SVB.,"You very knaue . Doe you vse mee , thus ?",7.929892,5.513906,-1
439,2,3,FAC.,Wherein Sir ?,6.2888236,6.501653,-1
440,2,3,SVB.,"Goe in , and see , you traytor . Goe .",8.025195,5.0904355,-1
441,2,3,MAM.,"who is it , Sir ?",6.0486846,5.8108983,-1
442,2,3,SVB.,Nothing Sir . Nothing .,5.3506413,5.544538,-1
443,2,3,MAM.,What is the matter ? Good Sir ! I haue not seene you thus distemp'red . Who is 't ?,6.090206,5.427572,-1
444,2,3,SVB.,"All Artes haue still had , Sir , their aduersaries , But ours the most ignorant . What now ?",10.752461,4.42288,-1
445,2,3,FAC.,"'T was not my fault , Sir , she would speake with you .",10.019951,7.022154,-1
446,2,3,SVB.,Would she Sir ? Follow me .,9.80123,7.2112813,-1
447,2,3,MAM.,stay Lungs .,10.711228,2.1274374,-1
448,2,3,FAC.,I dare not Sir .,5.85453,5.92773,-1
449,2,3,FAC.,"Stay man , what is she ?",9.836162,7.6459403,-1
450,2,3,FAC.,"A Lords Sister , Sir .",9.375364,7.263833,-1
451,2,3,MAM.,How ! Pray thee stay ?,7.0655675,7.069179,-1
452,2,3,FAC.,"She 's mad Sir , & sent hether â€” ( He 'll be mad too .",9.749441,7.7845345,-1
453,2,3,MAM.,I warrant thee . ) Why sent hether ?,7.098828,3.4403436,-1
454,2,3,FAC.,"Sir , to be cur'd .",5.7187696,6.0499454,-1
455,2,3,SVB.,Why Raskall !,8.686899,2.3520548,-1
456,2,3,FAC.,Loe you . Here Sir .,7.396746,5.337589,-1
457,2,3,MAM.,"Fore-God , a Bradamante , a braue piece !",11.187775,5.589022,-1
458,2,3,SVR.,"Hart , this is a baudy-House . I 'll be burnt else .",8.757022,4.844114,-1
459,2,3,MAM.,"O , by this light , no. Doe not wrong him . H 'is Too scrupulous , that way : It is his vice . No , h 'is a rare Phisition , doe him right . An excellent Paracelsian ! and has done Strange cures with minerall phisick . He deales all With spirits , he , He will not heare a Word Of Galen , or his tedious Recipee's . How now , Lungs !",9.804593,3.78548,-1
460,2,3,FAC.,"Softly , Sir , speake softly . I meant To ha' told your Worship all . This must not heare ,",9.948843,5.964194,-1
461,2,3,MAM.,"No , he will not be gull'd ; let him alone .",9.533435,4.427536,-1
462,2,3,FAC.,"Y' are very right . Sir , she is a most rare schollar : And is gone mad , with studying Broughtons workes . If you but name a word , touching the Hebrew , She falls into her fit , and will discourse So learnedly of Genealogies , As you would runne mad , too , to heare her , Sir ,",9.755292,7.3346443,-1
463,2,3,MAM.,"How might one doe t' haue conference with her , Lungs ?",10.720823,2.1243756,-1
464,2,3,FAC.,"O , diuers haue runne mad vpon the Conference . I doe not know , Sir : I am sent in hast , To fetch a Viale .",8.777751,4.0092945,-1
465,2,3,SVR.,"Be not gull'd , Sir Mammon .",10.025668,4.067186,-1
466,2,3,MAM.,"Wherein ? 'Pray ye , be patient",6.463866,6.673779,-1
467,2,3,SVR.,"Yes , as you are . And trust confederate Knaues , and Baudes , and Whores .",9.504701,4.679182,-1
468,2,3,MAM.,"You are too foule , beleeue it . Come here , Zephyrus . One word .",10.221627,4.8457727,-1
469,2,3,FAC.,"I dare not , in good faith .",6.604091,5.94773,-1
470,2,3,MAM.,"Stay , Knaue .",8.202139,4.6341176,-1
471,2,3,FAC.,"H 'is extreme angry , that you saw her , Sir .",9.940648,7.4430776,-1
472,2,3,MAM.,"Drinke that . What is she , when she 's out of her fit ?",10.049996,7.5255823,-1
473,2,3,FAC.,"O the most affablest Creature , Sir ! so mery ! So pleasant ! she 'll mount you vp , like quick-siluer , Ouer the helme ; and circulate , like oyle ; A very Vegetall : discourse of State , Of Mathematiques , Bawdry , any thing â€”",10.742681,5.9603734,-1
474,2,3,MAM.,"Is she no way accessible ? no meanes , No trick , to giue a man a tast of her â€” Wit ? or so ?",10.1268215,7.5434203,-1
475,2,3,FAC.,"I 'll come to you againe , Sir .",7.682786,5.433848,-1
476,2,3,MAM.,"Surly , I did not thinke , one o' your breeding Would traduce personages of worth .",10.661719,4.626505,-1
477,2,3,SVR.,"Sir Epicure , Your friend to vse . Yet , still , loth to be gull'd . I doe not like your Philosophicall baudes . Their Stone is lechery inough , to pay for , Without this bayte",10.306904,4.207475,-1
478,2,3,MAM.,"â€›Hart you abuse your selfe . I know the Lady , and her friends , and meanes , The originall of this disaster . Her Brother H 'as told me all .",9.9331875,6.579434,-1
479,2,3,SVR.,"And yet , you ne're saw her Till now ?",10.46929,7.47678,-1
480,2,3,MAM.,"O yes , but I forgot . I haue ( beleeue it ) One o' the treacherou'st memories , I doe thinke , Of all mankinde .",9.790794,4.163339,-1
481,2,3,SVB.,What call you her Brother ?,9.166241,7.3052635,-1
482,2,3,MAM.,"My Lord â€” He wi'not haue his name knowne , now I thinke on 't .",9.664448,4.963156,-1
483,2,3,SVR.,A very trecherous memory .,8.657866,5.0494742,-1
484,2,3,MAM.,O' my faith â€”,8.75348,8.442346,-1
485,2,3,SVR.,"Tut if you ha' it not about you passe it , Till we meete next .",7.608472,6.316959,-1
486,2,3,MAM.,"Nay , by this hand , 't is true . He 's one I honour , and my noble friend , And I respect his House .",9.504433,5.621743,-1
487,2,3,SVR.,"Hart ! Can it be , That a graue Sir , a rich , that has no need , A wise Sir , too , at other times should thus With his owne oathes , and arguments , make hard meanes To gull himselfe ? And , this be your Elixir , Your Lapis Mineralis , and your Lunarie , Giue me your honest trick , yet , at Primero , Or Gleeke ; and take your Lutum sapientis , Your Menstruum simplex : I 'll haue Gold , before you , And , with lesse danger of the Quick-siluer ; Or the hot Sulphur .",10.864869,4.7812853,-1
488,2,3,FAC.,"Here 's one from Captaine Face , Sir , Desires you meete him i' the Temple-Church , Some halfe houre hence , and vpon earnest busines . Sir , if you please to quit vs , now ; and come , Againe , within two howers : You shall haue My Master busie examining o' the workes , And I will steale you in , vnto the party , ã€ˆâ—Šã€‰ That you may see her Conuerse . Sir , Shall I say , You 'll meete the Captaines Worship ?",9.441928,6.304306,-1
489,2,3,SVR.,"Sir , I will . But , by Attorney , and to a second purpose . Now , I am sure , it is a Bawdy-house ; I 'll sweare it , were the Marshall here , to thankeme . The naming this Commander , doth confirme it . Don Face ! Why , h 'is the most autentique dealer I' these Commodities ! The Superintendent To all the queinter Traffiquers , in towne . He is their Visiter , and do's appoint Who lies with whom ; and at what hower ; what price ; Which gowne ; and in what smock ; what fall ; what tire . Him will I proue , by a third person , to finde The subtilties of this darke Labyrinth : Which , if I doe discouer , deare , Sir Mammon , You 'll giue your poore Friend leaue , though no Philosopher , To laugh : for you that are , 't is thought , shall weepe .",10.678228,4.87396,-1
490,2,3,FAC.,"Sir . He do's pray , you 'll not forget .",6.9006186,6.978236,-1
491,2,3,SVR.,"I will not , Sir . Sir Epicure , I shall leaue you .",7.6119933,6.0379825,-1
492,2,3,MAM.,"I follow you , streight .",7.554499,5.018328,-1
493,2,3,FAC.,"But doe so , good Sir , to auoide suspicion . This Gent'man has a par'lous head .",10.010258,5.289958,-1
494,2,3,MAM.,But wilt thou Be constant to thy promise ?,11.579079,5.273281,-1
495,2,3,FAC.,"As my life , Sir . ã€ˆâ—Šã€‰ And wilt thou insinuate what I am ? and praise me ? And say I am a Noble fellow ?",10.839843,5.5120974,-1
496,2,3,FAC.,"O what else , Sir ? And , that you 'll make her royall , with the Stone , An Empresse ; and your selfe King of Bantam .",11.029139,4.732341,-1
497,2,3,MAM.,Wilt thou doe this ?,11.531241,5.2500057,-1
498,2,3,FAC.,Will I Sir ?,6.7644157,6.0275354,-1
499,2,3,MAM.,"Lungs , my Lungs , I loue thee .",10.717292,2.172447,-1
500,2,3,FAC.,"Send your stuffe Sir , that my Master May busie himselfe , about proiection .",8.14381,5.0558395,-1
501,2,3,MAM.,"Th' hast witch'd me , Rogue : Take , Goe .",8.976417,3.1393387,-1
502,2,3,FAC.,Your Iack and all Sir .,5.755242,6.0311017,-1
503,2,3,MAM.,"Thou art a Villaine â€” I will send my Iack ; And the weights too . Slaue , I could bite thine eare . Away , thou dost not care for me .",11.298632,4.8319554,-1
504,2,3,FAC.,Not I Sir ?,5.7303987,5.8153143,-1
505,2,3,MAM.,"Come , I was borne to make thee , my good Weasell ; Set thee on a bench : and , ha' thee twirle a Chaine With the best Lords Vermine , of 'hem all .",11.215735,4.6891613,-1
506,2,3,FAC.,Away Sir .,6.1467295,5.6056995,-1
507,2,3,MAM.,"A Count , nay a Count-Palatine â€”",9.684604,6.79378,-1
508,2,3,FAC.,"Good Sir , goe .",7.8644967,5.1958413,-1
509,2,3,MAM.,"Shall not aduance thee , better ; no , nor faster .",11.593779,5.1566544,-1
510,2,4,FAC.,"And swallow'd too , my Subtle . I ha' giu'n him line , and now he playes , I faith .",12.120245,6.308493,-1
511,2,4,SVB.,And shall we twitch him ?,8.127001,6.3304763,-1
512,2,4,FAC.,"Thorough both the gills . A Wench is a rare bayt , with which a Man No sooner 's taken , but he straight firkes mad .",10.061822,4.981012,-1
513,2,4,SVB.,"Dol , my Lord Whachums Sister , you must now Beare your selfe statelich .",9.75876,6.692116,-1
514,2,4,DOL.,"O , let me alone . I 'll not forget my race , I warrant you . I 'll keepe my distance , laugh , and talke aloud ; Haue all the trickes of a proud sciruy Lady : And be as rude ' as her woman .",9.588592,6.8331943,-1
515,2,4,FAC.,"Well said , sanguine .",7.9685593,5.5958834,-1
516,2,4,SVB.,But will he send his Andirons ?,8.967144,4.809435,-1
517,2,4,FAC.,"His Iack too ; And 's iron Shooing-horne . I ha'spoke to him . Well , I must not loose my wary Gamster , yonder .",9.888665,4.635296,-1
518,2,4,SVB.,"O Monsieur Caution , that will not be gull'd ?",9.816132,4.25373,-1
519,2,4,FAC.,"I , if I can strike a fine hooke into him , now , The Temple-church , there I haue cast mine angle . Well , pray for me . I 'll about it .",10.116951,6.06323,-1
520,2,4,SVB.,"What , more Gudgeons ! Dol , scout , scout ; stay Face , you must goe to the dore . 'Pray God , it be my Anabaptist . Who is 't Dol ?",10.525647,4.775387,-1
521,2,4,DOL.,I know him not . He lookes like a Gold-end man .,6.769436,4.992547,-1
522,2,4,SVB.,"Gods so ! 't is he , he said he would send . What call you him ? The sanctified Elder , that should deale For Mammons , Iack , and Andirons ! Let him in . Stay , help me of , first , with my gowne . Away Ma-dame , to your withdrawing Chamber . Now , In a new tune , new gesture , but old language . This fellow is sent , from one negotiates with me About the stone , too ; for the holy Brethren Of Amstredam ; the exil'd Saints : that hope To raise their discipline , by it . I must vse him In some strange fashion , now , to make him admire me .",10.749216,4.802902,-1
523,2,5,FAC.,Sir .,5.586214,5.822366,-1
524,2,5,SVB.,"Take away the Recipient , And rectifie your Menstrue , from the Phlegma . Then poure it , ' o the Sol , in the Cucurbite , And let 'hem macerate , together .",11.328916,3.5435727,-1
525,2,5,FAC.,"Yes , Sir . And saue the ground ?",4.7360177,5.8454294,-1
526,2,5,SVB.,"No. Terra damnata Must not haue entrance , in the worke . Who are you ?",10.804305,4.212493,-1
527,2,5,ANA.,"A faithfull Brother , if it please you .",8.918864,7.287465,-1
528,2,5,SVB.,"What 's that ? A Lullianist ? a Ripley ? Filius artis ? Can you sublime , and dulcefie , calcine ? Know you the sapor pontick ? sapor stipstick ? Or , what is Homogene , or Heterogene ?",10.987412,4.384142,-1
529,2,5,ANA.,"I vnderstand no Heathen language , truely .",12.459754,3.5369024,-1
530,2,5,SVB.,"Heathen , you Knipper-doling ? Is Arssacra , Or Chrysopoeia , or Spagirica , Or the Pamphysick , or Panarchick knowledge , A Heathen language ?",12.453659,3.5312245,-1
531,2,5,ANA.,"Heathen Greeke , I take it .",12.484934,3.5046847,-1
532,2,5,SVB.,How ? Heathen Greeke ?,12.493241,3.5016406,-1
533,2,5,ANA.,"All 's Heathen , but the Hebrew .",12.478575,3.5236635,-1
534,2,5,SVB.,"S'rah , my Varlet , stand you forth , and speake to him Like a Philosopher : Answere , i' the language . Name the vexations , and the Martyrizations Of Mettalls , in the Worke. .",11.287408,4.3963323,-1
535,2,5,FAC.,"Sir , Putrefaction , Solution , Ablution , Sublimation , Cohobation , Calcination , Ceration , and Fixation .",11.271682,3.3569336,-1
536,2,5,SVB.,"This is Heathen Greeke , to you , now ? And when comes Viuification ?",12.46231,3.5278625,-1
537,2,5,FAC.,After Mortification .,8.062693,4.825235,-1
538,2,5,SVB.,What 's Cohobation ?,10.385903,3.6424468,-1
539,2,5,FAC.,"'T is the powring on Your Aqua Regis , and then drawing him off , To the trine circle of the seuen spheares .",10.897251,4.139646,-1
540,2,5,SVB.,What 's the proper passion of Mettalls ?,11.018935,4.273662,-1
541,2,5,FAC.,Malleation .,7.6530566,4.4946413,-1
542,2,5,SVB.,What 's your Vltimum supplicium auri ?,11.002339,3.1932576,-1
543,2,5,FAC.,Antimonium .,9.869522,2.2297,-1
544,2,5,SVB.,"This 's Heathen Greek , to you ? And , what 's your Mercury ?",12.459137,3.4795365,-1
545,2,5,FAC.,"A very Fugitiue , he will be gone , Sir .",6.9892383,4.5129223,-1
546,2,5,SVB.,How know you him ?,6.7616467,4.9987125,-1
547,2,5,FAC.,"By his viscositie , His oleositie , and his suscitabilitie .",11.015882,3.2445998,-1
548,2,5,SVB.,How do you sublime him ?,10.175767,5.9988794,-1
549,2,5,FAC.,"With the calce of Egge-shels , White Marble , Talck .",10.930829,3.655665,-1
550,2,5,SVB.,"Your Magisterium , now ? What 's that ?",11.220533,3.4205644,-1
551,2,5,FAC.,"Shifting , Sir , your elements , Dry into cold , cold into moyst , moist in - To hot , hot into dry .",11.475194,3.4779694,-1
552,2,5,SVB.,"This 's Heathen Greeke to you , still ? Your Lapis Philosophicus ?",12.512584,3.4792616,-1
553,2,5,FAC.,"'T is a Stone , and not A Stone , a spirit , a soule , and a body ; Which , if you doe dissolue , it is dissolu'd , If you coagulate , it is coagulated , If you make it to flye , it flyeth .",10.942942,3.7078834,-1
554,2,5,SVB.,"Inough . This 's Heathen Greeke , to you ? What are you Sir .",12.413267,3.5521088,-1
555,2,5,ANA.,"Please you , a Seruant of the exilde Brethren , That deale with Widdowes , and with Orphanes goods ; And make a iust account , vnto the Saints : A Deacon .",12.186838,4.6575627,-1
556,2,5,SVB.,"O , you are sent from Mr. Wholsome , Your Teacher ?",8.2225685,5.1458216,-1
557,2,5,ANA.,"From Tribulation Wholsome , Our very zealous Pastor .",11.696836,4.772083,-1
558,2,5,SVB.,Good . I haue Some Orphanes goods to come here .,12.145288,4.4415236,-1
559,2,5,ANA.,"Of what kind , Sir ?",5.7410264,5.953411,-1
560,2,5,SVR.,"Peuter , and Brasse , Andirons , and Kitchin ware , Mettalls , that we must vse our med'cine on : Wherein the Brethren may haue a penn'orth . For ready money .",11.3118105,4.226884,-1
561,2,5,ANA.,Were the Orphanes Parents Sincere professors ?,12.250532,4.4932914,-1
562,2,5,SVB.,Why doe you aske ?,7.310354,5.095228,-1
563,2,5,ANA.,"Because We then are to deale iustly , and giue ( in truth ) Their vtmost valew .",10.418339,4.8152227,-1
564,2,5,SVB.,"'Slid , you 'ld cossen , else , And , if their Parents were not of the Faithfull ? I will not trust you , now I thinke on 't , Till I ha' talk'd with your Pastor . Ha' you brought money To buy more Coales ?",11.908908,4.698347,-1
565,2,5,ANA.,No surely .,4.1777797,5.345725,-1
566,2,5,SVB.,No ? How so ?,5.007278,4.892943,-1
567,2,5,ANA.,"The Brethren bid me say vnto you , Sir . Surely , they will not venter any more , Till they may see proiection .",12.243766,5.1394877,-1
568,2,5,SVB.,How !,4.2388678,4.123535,-1
569,2,5,ANA.,"Yo' haue had , For the Instruments , as bricks , and some , and glasses , Already thirty pound ; and , for Materialls , They say , some ninety more : And , they haue heard , since , That one , at Hiedelberg , made it , of an Egge And a small paper of Pinne-dust .",10.952466,3.3041055,-1
570,2,5,SVB.,What 's your name ?,6.128459,4.2613254,-1
571,2,5,ANA,My name is Ananias .,9.808578,1.871901,-1
572,2,5,SVB.,"Out , the Varlet That cossend the Apostles ! Hence , away , Flee Mischiefe ; had your holy Consistory No name to send me , of another sound ; Then wicked Ananias ? Send your Elders , Hither , to make atonement for you , quickly , And gi' me satisfaction ; or out goes The fire : and downe th' Alembekes , and the Fornace . Piger Henricus , or what not . Thou wretch , Both Sericon , and Bufo , shall belost , Tell 'hem . All hope of rooting out the Bishops , Or th' Antichristian Hierarchie shall perish , If they stay threescore minutes . The Aqueitie , Terreity , and Sulphureitie Shall runne together againe , and all be annull'd Thou wicked Ananias . This willfetch 'hem , And make 'hem hast towards their gulling more . A man must deale like a rough Nurse , and fright Those , that are froward , to an appetite .",11.6521015,4.588016,-1
573,2,6,SVB.,How now ! What Mates ? What Baiards ha' we here ?,9.689998,5.234801,-1
574,2,6,FAC.,"I told you he would be furious . Sir , Here 's Nab , Has brought yo' another peece of Gold , to looke on : ( Wee must appease him . Giue it me ) and prayes you You would deuise ( what is it Nab ? )",7.982621,6.994725,-1
575,2,6,DRV.,"A signe , Sir .",7.9111376,5.239523,-1
576,2,6,FAC.,"I , a good lucky one , a thriuing Signe , Doctor .",9.359514,6.107341,-1
577,2,6,SVB.,I was deuising now .,9.021098,5.923004,-1
578,2,6,FAC.,"'Slight , doe not say so , He will repent he ga' you any more . What say you to his Constellation , Doctor ? The Ballance ?",9.819379,5.823142,-1
579,2,6,SVB.,"No , that way is stale , and Common . A Townes . Man , borne in Taurus , giues the Bull ; Or the Bulls-head : In Aries , the Ram. A poore deuise . No. I will haue his Name Form'd in some mystick character ; whose radij , Striking the senses of the passers by , Shall , by a virtuall influence , breed affections , That may result vpon the party ownes it : As thus .",9.655559,4.8436646,-1
580,2,6,FAC.,Nab.,6.1084423,5.4829397,-1
581,2,6,SVB.,"He first shal haue a Bell , That 's Abell ; And , by it , standing one , whose name is Dee , In a rugg Gowne ; There 's D. and Râ—g , that 's Drug : And , right anenst him , a Dog snarling Er ; There 's Drugger , Abel Drugger . That 's his signe . And here 's now Mystery , and Hieroglyphick . Abell , thou art made .",9.520657,3.2342644,-1
582,2,6,DRV.,"Sir , I doe thanke his Worship .",10.01993,6.097635,-1
583,2,6,FAC.,"Sixe o' thy legges more , will not doe it , Nab. He has brought you a pipe of Tobacco , Doctor .",9.778207,3.367309,-1
584,2,6,DRV.,"Yes , Sir . I haue another thing , I would impart â€”",8.429232,8.1590395,-1
585,2,6,FAC.,Out with it Nab.,7.8074946,7.0246277,-1
586,2,6,DRV.,"Sir , there is lodg'd hard by me A rich yong Widdow .",7.7920656,3.9617028,-1
587,2,6,FAC.,Good ! a Bona roba ?,9.3275795,2.8285522,-1
588,2,6,DRV.,"But nineteene , at the most .",11.454042,3.6994944,-1
589,2,6,FAC.,"Very good , Abel .",9.361342,2.6934164,-1
590,2,6,DRV.,"Mary sh 'is not in fashion , yet ; she weares A hood : but 't stands a cop .",10.261448,7.3257117,-1
